account_number,owner_id,bank_name,account_type,open_date,balance_inr
1001002746,CIN00124,Yes Bank,Current,2025-08-30,1352693
1001002747,CIN00125,ICICI Bank,Current,2020-06-11,18830003
1001002748,CIN00125,ICICI Bank,Current,2020-06-11,5168433
1001002749,CIN00126,IDFC First Bank,Current,2025-08-30,192704
1001002750,CIN00126,Yes Bank,Current,2025-08-30,1176420
1001002751,CIN00127,IDFC First Bank,Current,2025-05-10,39101514
1001002752,CIN00127,HDFC Bank,Current,2025-05-10,27339446
1001002753,CIN00127,ICICI Bank,Current,2025-05-10,24950386
1001002754,CIN00128,HDFC Bank,Current,2022-07-10,2367569
1001002755,CIN00128,IDFC First Bank,Current,2022-07-10,2562539
1001002756,CIN00128,Yes Bank,Current,2022-07-10,657487
1001002757,CIN00129,ICICI Bank,Current,2018-12-10,16844112
1001002758,CIN00129,ICICI Bank,Current,2018-12-10,1489810
1001002759,CIN00130,Yes Bank,Current,2020-08-31,1352697
1001002760,CIN00130,IDFC First Bank,Current,2020-08-31,7533968
1001002761,CIN00130,HDFC Bank,Current,2020-08-31,7029649
1001002762,CIN00131,IDFC First Bank,Current,2018-10-17,10120561
1001002763,CIN00131,Yes Bank,Current,2018-10-17,12327158
1001002764,CIN00132,Yes Bank,Current,2021-01-20,79257498
1001002765,CIN00132,HDFC Bank,Current,2021-01-20,91236255
1001002766,CIN00133,Yes Bank,Current,2022-05-28,1787314
1001002767,CIN00134,HDFC Bank,Current,2020-07-01,3385320
1001002768,CIN00134,HDFC Bank,Current,2020-07-01,5728485
1001002769,CIN00135,Yes Bank,Current,2018-12-14,47826867
1001002770,CIN00135,Yes Bank,Current,2018-12-14,6504330
1001002771,CIN00136,IDFC First Bank,Current,2018-11-07,66008716
1001002772,CIN00136,ICICI Bank,Current,2018-11-07,38554121
1001002773,CIN00136,Yes Bank,Current,2018-11-07,74334779
1001002774,CIN00137,ICICI Bank,Current,2020-04-16,5878158
1001002775,CIN00137,Yes Bank,Current,2020-04-16,9771412
1001002776,CIN00137,IDFC First Bank,Current,2020-04-16,9662886
1001002777,CIN00138,ICICI Bank,Current,2017-05-24,4927562
1001002778,CIN00138,Yes Bank,Current,2017-05-24,11857539
1001002779,CIN00139,Yes Bank,Current,2018-11-17,16014931
1001002780,CIN00139,ICICI Bank,Current,2018-11-17,40301468
1001002781,CIN00140,Yes Bank,Current,2016-05-13,60334041
1001002782,CIN00140,HDFC Bank,Current,2016-05-13,33682089
1001002783,CIN00141,ICICI Bank,Current,2023-06-21,3525817
1001002784,CIN00141,HDFC Bank,Current,2023-06-21,1046844
1001002785,CIN00141,Yes Bank,Current,2023-06-21,607507
1001002786,CIN00142,HDFC Bank,Current,2016-12-05,21647341
1001002787,CIN00142,HDFC Bank,Current,2016-12-05,9022568
1001002788,CIN00142,IDFC First Bank,Current,2016-12-05,19306734
1001002789,CIN00143,HDFC Bank,Current,2017-01-31,11255178
1001002790,CIN00143,ICICI Bank,Current,2017-01-31,30276254
1001002791,CIN00144,Yes Bank,Current,2024-12-05,22336600
1001002792,CIN00144,IDFC First Bank,Current,2024-12-05,20324670
1001002793,CIN00145,HDFC Bank,Current,2024-01-23,11658975
1001002794,CIN00145,HDFC Bank,Current,2024-01-23,12593718
1001002795,CIN00146,Yes Bank,Current,2020-11-29,9762299
1001002796,CIN00146,Yes Bank,Current,2020-11-29,14092778
1001002797,CIN00146,HDFC Bank,Current,2020-11-29,2029609
1001002798,CIN00147,HDFC Bank,Current,2023-09-06,70274202
1001002799,CIN00147,ICICI Bank,Current,2023-09-06,42316969
1001002800,CIN00148,HDFC Bank,Current,2018-10-10,3515463
1001002801,CIN00149,HDFC Bank,Current,2020-03-26,7621767
1001002802,CIN00149,HDFC Bank,Current,2020-03-26,9728812
1001002803,CIN00150,HDFC Bank,Current,2023-03-14,20117396
1001002804,CIN00150,HDFC Bank,Current,2023-03-14,68265280
1001002805,CIN00150,HDFC Bank,Current,2023-03-14,24587459
1001002806,CIN00151,IDFC First Bank,Current,2017-05-13,14247236
1001002807,CIN00151,HDFC Bank,Current,2017-05-13,5018706
1001002808,CIN00152,Yes Bank,Current,2019-12-31,973681
1001002809,CIN00152,HDFC Bank,Current,2019-12-31,2765377
1001002810,CIN00152,Yes Bank,Current,2019-12-31,1209513
1001002811,CIN00153,HDFC Bank,Current,2024-03-03,11125953
1001002812,CIN00154,Yes Bank,Current,2024-06-10,1860554
1001002813,CIN00154,HDFC Bank,Current,2024-06-10,10640307
1001002814,CIN00154,ICICI Bank,Current,2024-06-10,3150412
1001002815,CIN00155,IDFC First Bank,Current,2021-09-17,15192365
1001002816,CIN00155,Yes Bank,Current,2021-09-17,33398568
1001002817,CIN00156,Yes Bank,Current,2024-08-21,16572706
1001002818,CIN00156,IDFC First Bank,Current,2024-08-21,10583159
1001002819,CIN00157,ICICI Bank,Current,2017-05-01,64036649
1001002820,CIN00157,Yes Bank,Current,2017-05-01,60196657
1001002821,CIN00157,HDFC Bank,Current,2017-05-01,10378722
1001002822,CIN00158,Yes Bank,Current,2019-09-19,58021525
1001002823,CIN00159,IDFC First Bank,Current,2022-10-13,66052644
1001002824,CIN00159,Yes Bank,Current,2022-10-13,48939653
1001002825,CIN00159,IDFC First Bank,Current,2022-10-13,24850573
1001002826,CIN00160,HDFC Bank,Current,2015-11-19,67681918
1001002827,CIN00161,IDFC First Bank,Current,2016-11-13,52468765
1001002828,CIN00161,ICICI Bank,Current,2016-11-13,52614881
1001002829,CIN00161,IDFC First Bank,Current,2016-11-13,82089705
1001002830,CIN00162,IDFC First Bank,Current,2019-03-15,39982112
1001002831,CIN00163,Yes Bank,Current,2023-12-13,13313658
1001002832,CIN00164,Yes Bank,Current,2022-10-10,14718179
1001002833,CIN00165,ICICI Bank,Current,2025-03-06,12557192
1001002834,CIN00166,Yes Bank,Current,2023-09-06,28405167
1001002835,CIN00166,Yes Bank,Current,2023-09-06,45882324
1001002836,CIN00167,IDFC First Bank,Current,2017-10-17,30342630
1001002837,CIN00167,IDFC First Bank,Current,2017-10-17,21820955
1001002838,CIN00168,ICICI Bank,Current,2024-03-22,28668223
1001002839,CIN00169,ICICI Bank,Current,2020-06-20,69101825
1001002840,CIN00170,Yes Bank,Current,2017-10-17,43920082
1001002841,CIN00171,HDFC Bank,Current,2017-06-27,40510347
1001002842,CIN00172,HDFC Bank,Current,2022-04-03,4237066
1001002843,CIN00172,Yes Bank,Current,2022-04-03,11421423
1001002844,CIN00172,Yes Bank,Current,2022-04-03,30409084
1001002845,CIN00173,IDFC First Bank,Current,2024-04-17,1945262
1001002846,CIN00173,IDFC First Bank,Current,2024-04-17,14088637
1001002847,CIN00174,ICICI Bank,Current,2024-07-18,5634177
1001002848,CIN00174,Yes Bank,Current,2024-07-18,12787571
1001002849,CIN00174,Yes Bank,Current,2024-07-18,7214482
1001002850,CIN00175,Yes Bank,Current,2025-08-10,29113194
1001002851,CIN00176,ICICI Bank,Current,2025-05-26,44313584
1001002852,CIN00176,ICICI Bank,Current,2025-05-26,59007056
1001002853,CIN00176,HDFC Bank,Current,2025-05-26,51133642
1001002854,CIN00177,HDFC Bank,Current,2024-01-14,14894440
1001002855,CIN00177,IDFC First Bank,Current,2024-01-14,4714892
1001002856,CIN00177,HDFC Bank,Current,2024-01-14,2662715
1001002857,CIN00178,ICICI Bank,Current,2017-03-17,37868398
1001002858,CIN00179,ICICI Bank,Current,2019-10-10,42570599
1001002859,CIN00180,ICICI Bank,Current,2017-02-19,15485544
1001002860,CIN00180,HDFC Bank,Current,2017-02-19,6216703
1001002861,CIN00181,HDFC Bank,Current,2019-03-17,24348539
1001002862,CIN00181,IDFC First Bank,Current,2019-03-17,22107859
1001002863,CIN00181,IDFC First Bank,Current,2019-03-17,32362010
1001002864,CIN00182,HDFC Bank,Current,2021-06-19,5623285
1001002865,CIN00182,Yes Bank,Current,2021-06-19,2973272
1001002866,CIN00182,Yes Bank,Current,2021-06-19,1338106
1001002867,CIN00183,IDFC First Bank,Current,2024-11-26,35242703
1001002868,CIN00183,Yes Bank,Current,2024-11-26,30914070
1001002869,CIN00184,Yes Bank,Current,2018-03-14,13191775
1001002870,CIN00184,ICICI Bank,Current,2018-03-14,10530380
1001002871,CIN00184,HDFC Bank,Current,2018-03-14,12038666
1001002872,CIN00185,IDFC First Bank,Current,2022-06-22,9475031
1001002873,CIN00186,Yes Bank,Current,2016-08-09,19303998
1001002874,CIN00186,Yes Bank,Current,2016-08-09,34838730
1001002875,CIN00187,IDFC First Bank,Current,2023-09-10,41359293
1001002876,CIN00187,Yes Bank,Current,2023-09-10,64823824
1001002877,CIN00187,IDFC First Bank,Current,2023-09-10,16668091
1001002878,CIN00188,HDFC Bank,Current,2018-07-11,73092849
1001002879,CIN00188,IDFC First Bank,Current,2018-07-11,62259054
1001002880,CIN00189,Yes Bank,Current,2016-12-28,62381858
1001002881,CIN00189,Yes Bank,Current,2016-12-28,41704310
1001002882,CIN00190,Yes Bank,Current,2017-02-28,72481817
1001002883,CIN00190,IDFC First Bank,Current,2017-02-28,72906689
1001002884,CIN00190,HDFC Bank,Current,2017-02-28,26137224
1001002885,CIN00191,ICICI Bank,Current,2021-12-29,52562928
1001002886,CIN00191,ICICI Bank,Current,2021-12-29,64678922
1001002887,CIN00192,Yes Bank,Current,2024-06-03,26402263
1001002888,CIN00193,Yes Bank,Current,2025-03-09,2354153
1001002889,CIN00193,Yes Bank,Current,2025-03-09,10893928
1001002890,CIN00194,HDFC Bank,Current,2016-11-24,26807745
1001002891,CIN00194,Yes Bank,Current,2016-11-24,12302805
1001002892,CIN00195,Yes Bank,Current,2023-04-21,32207763
1001002893,CIN00195,Yes Bank,Current,2023-04-21,11607658
1001002894,CIN00195,Yes Bank,Current,2023-04-21,23512624
1001002895,CIN00196,IDFC First Bank,Current,2019-03-06,2393754
1001002896,CIN00196,IDFC First Bank,Current,2019-03-06,10306660
1001002897,CIN00196,IDFC First Bank,Current,2019-03-06,7024426
1001002898,CIN00197,ICICI Bank,Current,2018-06-02,64385004
1001002899,CIN00198,IDFC First Bank,Current,2024-07-11,17472576
1001002900,CIN00198,Yes Bank,Current,2024-07-11,39089386
1001002901,CIN00198,Yes Bank,Current,2024-07-11,37135053
1001002902,CIN00199,Yes Bank,Current,2024-10-23,56539812
1001002903,CIN00199,ICICI Bank,Current,2024-10-23,31568457
1001002904,CIN00200,ICICI Bank,Current,2018-09-17,17681822
1001002905,CIN00200,Yes Bank,Current,2018-09-17,7941856
1001002906,CIN00200,IDFC First Bank,Current,2018-09-17,15289114
